member_casual,start_station_name,count(*)
"casual","Meade Ave & Diversey Ave",26
"casual","Perry Ave & 69th St",41
"member","Elizabeth St & 92nd St",48
"casual","Mozart St & Jackson Blvd",8
"member","Mason Ave & Belmont Ave",13
"member","Public Rack - California Ave & Ogden Ave",1
"casual","Fullerton & Monitor",49
"casual","Central Ave & Harrison St",11
"casual","Public Rack - Narragansett Ave & Fullerton Ave",1
"member","Leamington Ave & Hirsch St",2
"member","S Wentworth Ave & W 111th St",7
"casual","Central Ave & Madison St",16
"casual","Western Ave & Lunt Ave",36
"member","Public Rack - Kostner Ave & Diversey Ave",22
"member","Dauphin Ave & 87th St",14
"casual","State St & 123rd St",3
"member","Western Ave & Lunt Ave",159
"member","State St & 29th St",157
"member","Western Ave & Ardmore Ave",20
"member","Keystone Ave & Fullerton Ave",96
"casual","Ping Tom Park (East)",32
"casual","Kedzie Ave & 24th St",19
"member","Budlong Woods Library",89
"member","Central Ave & Madison St",15
"member","Austin Blvd & Madison St",82
"member","Kedzie Ave & Leland Ave",208
"casual","Cottage Grove Ave & 111th Pl",22
"casual","Kilbourn & Belden",35
"member","Elizabeth St & 59th St",53
"casual","Dodge Ave & Church St",43
"casual","Lavergne & Fullerton",50
"member","Public Rack - Racine Ave & 109th Pl",50
"member","Public Rack - California Ave & Devon Ave - NE",3
"casual","Indiana Ave & 103rd St",17
"casual","Western Ave & Howard St",36
"member","Kenton Ave & Madison St",14
"casual","Cicero Ave & Flournoy St",9
"member","Long Ave & North Ave",2
"casual","Cicero Ave & Quincy St",6
"casual","Albany Ave & Douglas Blvd",1
"casual","Seeley Ave & Garfield Blvd",14
"casual","California Ave & Byron St",85
"casual","Cicero Ave & Lake St",9
"member","Karlov Ave & Madison St",6
"casual","Laramie Ave & Gladys Ave",6
"casual","Hermitage Ave & Polk St",79
"member","Campbell Ave & Fullerton Ave",198
"casual","Public Rack - Kilbourn Ave & Fullerton Ave",8
"casual","Public Rack - Greenwood Ave & Lake Park Ave",1
"casual","Ridge Blvd & Howard St",27
"member","Laramie Ave & Kinzie St",7
"casual","Washtenaw Ave & Ogden Ave",16
"casual","Racine Ave & Garfield Blvd",11
"member","Public Rack - Pulaski Rd & 44th St",23
"member","Public Rack - Pulaski & 52nd",2
"member","Rhodes Ave & 71st St",4
"member","Halsted St & North Branch St",291
"member","Racine Ave & Garfield Blvd",17
"casual","Public Rack - State ST & 42nd St",2
"member","Ashland Ave & 50th St",28
"casual","Halsted St & North Branch St",177
"member","Kildare Ave & 55th St",1
"casual","Valli Produce - Evanston Plaza",43
"member","Racine Ave & 35th St",137
"member","Wallace St & 35th St",98
"member","Public Rack - Neva Ave & Grand Ave",1
"member","Oak Park & Wellington",5
"member","Stony Island Ave & 67th St",20
"member","Public Rack - Loomis St & 87th St",43
"casual","Spaulding Ave & 16th St",5
"member","Wentworth Ave & 63rd St",20
"casual","Public Rack - Menard Ave & Adams Blvd",1
"member","Cottage Grove Ave & 83rd St",40
"member","Public Rack - Christiana Ave & Archer Ave",26
"casual","Public Rack - Christiana Ave & Archer Ave",12
"casual","Dodge Ave & Main St",32
"casual","Yates Blvd & Exchange Ave",1
"member","Ashland Ave & 63rd St",12
"member","MLK Jr Dr & 63rd St",4
"member","Loomis St & 89th St",22
"casual","Halsted St & 37th St",27
"casual","University Library (NU)",95
"casual","MLK Jr Dr & 63rd St",7
"casual","Public Rack - Kimbark Ave & 63rd St",1
"casual","Public Rack - Roscoe St & Osceola Ave",2
"member","Washtenaw Ave & Peterson Ave",27
"member","Public Rack - Kedzie Ave & Archer Ave",9
"member","Public Rack - Pulaski Rd & 65th St",1
"member","Public Rack - Ashland Ave & 63rd St",1
"member","Austin Blvd & Lake St",41
"casual","Kedzie Ave & Foster Ave",126
"casual","Public Rack - Lorel Ave & Grand Ave",4
"member","Washtenaw Ave & Superior St",2
"member","Oketo Ave & Addison St",4
"member","Stewart Ave & 83rd St",11
"member","Kolin Ave & Archer Ave",1
"casual","Public Rack - Laramie Ave & Belmont Ave",4
"casual","Shabbona Park",11
"member","Evans Ave & 75th St",24
"member","Mozart St & Jackson Blvd",29
"member","Harlem & Irving Park",12
"casual","Public Rack - Kenton Ave & Palmer St",20
"member","Elizabeth St & 47th St",13
"casual","Ashland Ave & Archer Ave",82
"member","Public Rack - Kenton Ave & Palmer St",6
"casual","Hoyne Ave & 47th St",33
"casual","Bennett Ave & 79th St",7
"member","Public Rack - California Ave & Devon Ave - NW",8
"member","Millard Ave & 26th St",73
"member","Harding Ave & 26th St",10
"member","Ellis Ave & 83rd St",5
"casual","Ellis Ave & 83rd St",8
"casual","Harding Ave & 26th St",24
"casual","Big Marsh Park",56
"casual","Altgeld Gardens",12
"member","Yates Blvd & 75th St",14
"casual","Long Ave & Belden Ave",24
"member","Richmond St & Lincoln Ave",37
"member","Lawndale Ave & 111th St",7
"member","Morgan St & Pershing Rd",16
"member","Halsted St & 96th St",88
"casual","Elizabeth St & 59th St",9
"member","Homan Ave & 65th St",6
"member","Central Ave & Roscoe St",87
"casual","Calumet Park",31
"member","Public Rack - Hoyne Ave & 110th Pl",25
"member","Calumet Park",10
"casual","Mason Ave & Belmont Ave",30
"casual","Public Rack - California Ave & Touhy Ave - NW",12
"casual","Public Rack - Francisco Ave & Touhy Ave",3
"member","Public Rack - Walden Pkwy & 103rd St",41
"member","Mayfield & Roosevelt Rd",3
"member","Major Ave & Bloomingdale Ave",1
"casual","Halsted St & 63rd St",40
"member","Cicero Ave & Grace St",18
"casual","Sacramento Ave & 25th St",4
"casual","Pulaski & Ann Lurie Pl",10
"casual","Eggleston Ave & 92nd St",1
"member","Woodlawn & 103rd - Olive Harvey Vaccination Site",7
"member","Ping Tom Park (East)",16
"member","St. Louis Ave & Balmoral Ave",106
"member","Public Rack - Harold Washington Park",21
"member","Walden Pkwy & 100th St",11
"member","State St & 95th St",83
"casual","Public Rack - Ashland Ave & 91st St",1
"casual","Lavergne Ave & 46th St",11
"casual","Francisco Ave & Hollywood Ave",21
"casual","Pubic Rack - Pulaski Rd & 41st",7
"casual","Lawndale Ave & 111th St",24
"casual","Public Rack - Throop St & 109th Pl",2
"casual","Yates Blvd & 93rd St",12
"member","Princeton Ave & Garfield Blvd",19
"casual","Public Rack - Western Ave & 107th Pl",1
"casual","Campbell Ave & Irving Park Rd",49
"member","South Shore Dr & 74th St",45
"member","Public Rack - Loomis Blvd & 83rd St",1
"member","Stony Island Ave & South Chicago Ave",18
"member","Stony Island Ave & 75th St",17
"member","Major Taylor Trail & 124th St",1
"member","Public Rack - Kedzie Ave & 64th St - SE",1
"casual","Stony Island Ave & 75th St",10
"casual","State St & 29th St",26
"member","Tripp Ave & 15th St",13
"member","Halsted St & 63rd St",15
"casual","Elizabeth St & 92nd St",4
"casual","Millard Ave & 26th St",40
"casual","Tripp Ave & 15th St",13
"member","Public Rack - Monticello Ave & Belmont Ave",27
"member","Troy St & Jackson Blvd",5
"member","Public Rack - Division St & Christiana Ave",3
"member","Sawyer Ave & Irving Park Rd",105
"member","Public Rack - Central Ave & George St",7
"casual","Washtenaw Ave & Madison St",8
"casual","State St & 54th St",2
"member","Central Ave & Chicago Ave",50
"member","Kedzie Ave & 24th St",28
"member","Sacramento Ave & 25th St",5
"casual","Carpenter St & 63rd St",1
"casual","Oglesby Ave & 100th St",7
"casual","Major Taylor Trail & 124th St",4
"member","Public Rack - Lafayette Ave & 95th St",7
"casual","Central Park Blvd & 5th Ave",5
"casual","St. Louis Ave & Balmoral Ave",39
"casual","Walden Pkwy & 100th St",16
"member","Public Rack - Tripp Ave & North Ave",5
"casual","Michigan Ave & 71st St",8
"member","Public Rack - California Ave & Touhy Ave - NW",14
"casual","Kildare Ave & 47th St",20
"member","Public Rack - Menard Ave & Agusta Blvd",1
"member","Calumet Ave & 71st St",6
"member","East End Ave & 87th St",27
"casual","North Ave & New England Ave",6
"casual","Karlov Ave & Madison St",8
"casual","Kildare Ave & Chicago Ave",9
"casual","Public Rack - Central Ave & Corcoran Pl",4
"casual","Troy Ave & 27th St",11
"member","Troy Ave & 27th St",2
"casual","Public Rack - Harold Washington Park",7
"member","Clinton St & Polk St",137
"casual","Sacramento Blvd & Addison St",94
"casual","Clinton St & Polk St",83
"casual","Marquette Ave & 89th St",16
"member","Sacramento Blvd & Addison St",48
"casual","East End Ave & 87th St",11
"member","Throop St & 52nd St",5
"casual","Calumet Ave & 71st St",5
"member","Public Rack - Kildare Ave & North Ave",9
"casual","Woodlawn & 103rd - Olive Harvey Vaccination Site",26
"member","Menard Ave & Division St",6
"casual","Keeler Ave & Roosevelt Rd",1
"member","Kenneth Ave & 50th St",1
"casual","Kenneth Ave & 50th St",9
"member","Pulaski & Ann Lurie Pl",15
"member","Kildare Ave & 47th St",16
"casual","Oakley Ave & Touhy Ave",24
"member","Springfield Ave & 47th St",15
"casual","Loomis St & 89th St",14
"casual","Public Rack - Kedzie Ave & Archer Ave",9
"member","Wolcott Ave & Fargo Ave",24
"member","Constance Ave & 95th St",16
"member","Central Ave & Lake St",8
"member","Albany Ave & 26th St",7
"member","Public Rack - Pullman - Walmart",2
"member","Maryland Ave & 104th St",28
"casual","Throop St & 52nd St",8
"casual","Eberhart Ave & 131st St",3
"member","California Ave & Marquette Rd",4
"casual","Public Rack - Kedzie Ave & 61st Pl E",3
"member","Francisco Ave & 47th St",11
"member","Public Rack - Woodlawn Ave & 63rd St N",17
"casual","Sacramento Ave & Pershing Rd",12
"casual","State St & 76th St",8
"casual","Kildare Ave & 26th St",16
"member","Conservatory Dr & Lake St",28
"member","Kostner Ave & Wrightwood Ave",32
"member","Torrence Ave & 126th Pl",1
"casual","Wolcott Ave & Fargo Ave",13
"member","Exchange Ave & 79th St",9
"member","Augusta Blvd & Laramie Ave",2
"member","Public Rack - Menard Ave & Grand Ave",1
"casual","Public Rack - Oketo Ave & Belmont Ave",2
"casual","Public Rack - Western Ave & 104th St - West",1
"member","Public Rack - Brainerd Park",4
"casual","Shields Ave & 43rd St",10
"casual","Dodge Ave & Mulford St",23
"casual","Houston Ave & 92nd St",4
"member","Loomis Blvd & 84th St",13
"member","Public Rack - Cicero Ave & Cortland St - midblock",2
"casual","Maryland Ave & 104th St",20
"member","Halsted St & 111th St",24
"casual","State St & Pershing Rd",7
"casual","Public Rack - Western Ave & 110th St",3
"member","MLK Jr Dr & 83rd St",9
"member","Public Rack - Penn Elementary School / KIPP Ascend Middle School",1
"casual","Augusta Blvd & Laramie Ave",2
"member","Latrobe Ave & Chicago Ave",6
"casual","Public Rack - Central Ave & George St",2
"casual","Public Rack - Bell Ave & 95th St",3
"casual","Monticello Ave & Chicago Ave",8
"member","Hoyne Ave & 47th St",29
"casual","Leavitt St & Archer Ave",69
"casual","Narragansett Ave & School St",8
"member","Public Rack - Western Ave & Jarvis Ave",5
"member","Green St & Madison Ave*",92
"casual","Green St & Madison Ave*",39
"casual","Public Rack - Western Ave & Jarvis Ave",4
"member","Lincoln Ave & Peterson Ave",76
"casual","Public Rack - Kedzie Ave & 58th St",4
"casual","Stewart Ave & 63rd St",7
"member","Public Rack - Stewart Ave & 123rd St",3
"casual","May St & 69th St",3
"casual","Major Taylor Trail & 115th St",21
"casual","Public Rack - Kedzie Ave & 64th St - SE",1
"casual","Halsted St & 111th St",10
"member","Leavitt St & Archer Ave",94
"casual","Western Ave & 28th St",15
"member","Lamon Ave & Belmont Ave",34
"member","Campbell Ave & Montrose Ave (Temp)",69
"casual","Public Rack - Campbell Ave & Pratt Blvd",3
"member","Public Rack - Washtenaw Ave & Superior St",49
"member","Ashland Ave & 66th St",6
"casual","Campbell Ave & Montrose Ave (Temp)",19
"casual","Rhodes Ave & 71st St",5
"member","Elizabeth St & Fulton St",673
"casual","Central Ave & Roscoe St",18
"casual","Archer Ave & 43rd St",11
"casual","Ashland Ave & 78th St",5
"member","Public Rack - Milwaukee Ave & Addison St",17
"casual","Public Rack - Loomis St & 87th St",3
"member","Public Rack - Kedzie Ave & 58th St",3
"casual","Pulaski Rd & 21st St",17
"member","Artesian Ave & 55th St",24
"member","Pulaski Rd & 21st St",5
"member","Olive Harvey College",4
"member","Rainbow Beach",9
"casual","Campbell Ave & 51st St",3
"casual","Elizabeth St & Fulton St",229
"member","Public Rack - Chase Ave & Touhy Ave - NE",3
"casual","Tripp Ave & 65th St",4
"casual","Public Rack - Western Ave & 92nd Pl",5
"casual","Central Ave & Parker Ave",10
"casual","Public Rack - Western Ave & 79th St",2
"member","Central Park Ave & 24th St",35
"member","Western Ave & 28th St",10
"member","Public Rack - Claremont Ave & 71st St",1
"member","Western Ave & 62nd St",5
"member","Lavergne & Fullerton",7
"member","Public Rack - Pullman Community Center",1
"casual","Public Rack - King Dr & 83rd St",1
"member","Meade Ave & Addison St",3
"casual","Public Rack - Western Ave & Devon Ave",11
"casual","Vincennes Ave & 104th St",8
"casual","Public Rack - Pulaski Rd & Lake St",1
"member","Public  Rack - Albany Ave & 63rd St",1
"member","Commercial Ave & 100th St",5
"member","Homewood Ave & 115th St",18
"member","Lamon Ave & Armitage Ave",10
"member","Public Rack - Kedzie Ave & 54th Pl",1
"member","Jeffery Blvd & 76th St",10
"member","Public Rack - Nagle Ave & Belmont Ave",34
"casual","Public Rack - Percy Julian HS",2
"casual","Kostner Ave & 63rd St",17
"member","Public Rack - Harriet E Sayre Public School",1
"member","Public Rack - Menard Ave & Dakin St - midblock",1
"casual","Maplewood Ave & 59th St",13
"member","Damen Ave & Coulter St",70
"member","Kedzie Ave & 45th St",44
"casual","Kedzie Ave & 45th St",15
"member","Campbell Ave & 51st St",7
"casual","Broadway & Wilson Ave",405
"member","Broadway & Wilson Ave",913
"casual","Public Rack - Cottage Grove Ave & 98th St",2
"casual","Public Rack - McCormick Blvd & Devon Ave",8
"casual","Public Rack - Washtenaw Ave & Superior St",29
"member","Major Taylor Trail & 115th St",14
"member","Nordica & Medill",7
"member","Public Rack - Kedzie Ave & 61st Pl E",2
"member","Torrence Ave & 106th St",4
"member","Public Rack - Kedzie Ave & 63rd St",1
"casual","Bloomingdale Ave & Harlem Ave",6
"casual","Homan Ave & Fillmore St",3
"member","Public Rack - West Chatham Park",1
"member","Tripp Ave & 65th St",2
"casual","Troy St & Jackson Blvd",4
"member","Public Rack - Kimball Ave & Carmen Ave",8
"casual","Public Rack - Midway Orange Line",8
"casual","Public Rack - Avers Ave & Irving Park Rd",7
"member","Public Rack - Wood St & 47th St",1
"casual","Public Rack - Baltimore Ave & 132nd St",1
"casual","Lockwood Ave & Wrightwood Ave",4
"casual","Public Rack - Kedzie Ave & Walnut St",1
"member","Ada St & 113th St",2
"member","Harlem Ave & Grace St",3
"member","Perry Ave & 69th St",14
"casual","Sacramento Blvd & Franklin Blvd",25
"casual","Greenwood Ave & 79th St",9
"casual","Lawndale Ave & 16th St",7
"member","Public Rack - Narragansett Ave & Fullerton Ave",1
"casual","Public Rack - Western Blvd & 49th St",26
"member","State St & Pershing Rd",12
"casual","Ashland Ave & Pershing Rd",15
"member","Public Rack - Calumet Ave & 51st St",1
"member","Clifton Ave & Armitage Ave",1066
"casual","Broadway & Belmont Ave",819
"member","Sangamon St & Lake St",1560
"member","Shields Ave & 31st St",563
"casual","Ashland Ave & Chicago Ave",248
"member","Ashland Ave & Chicago Ave",690
"member","Broadway & Belmont Ave",1789
"member","Sedgwick St & North Ave",1427
"member","Malcolm X College",212
"casual","Clifton Ave & Armitage Ave",491
"casual","Sedgwick St & North Ave",680
"casual","Sangamon St & Lake St",566
"casual","Shields Ave & 31st St",110
"member","Archer Ave & 43rd St",6
"member","Marshfield Ave & 44th St",32
"member","Archer (Damen) Ave & 37th St",60
"casual","Central Park & Augusta Blvd",9
"casual","Public Rack - Marshfield Ave & 87th St",3
"casual","Damen Ave & Coulter St",34
"casual","Public Rack - Hoyne Ave & 110th Pl",5
"casual","Public Rack - Perry Ave & 108th Pl",3
"casual","Damen Ave & 74th St",3
"casual","Menard Ave & North Ave",9
"member","Kostner Ave & Lake St",8
"casual","Public Rack - Kildare Ave & Division St",8
"member","Bennett Ave & 79th St",1
"member","Public Rack - Austin Ave & Roscoe St",6
"member","Marshfield Ave & 59th St",3
"member","Stony Island Ave & 90th St",5
"casual","Kostner Ave & Lake St",8
"member","Public Rack - Halsted St & 95th St - SE",6
"casual","Public Rack - Kolin Ave & Archer Ave",2
"casual","Malcolm X College",65
"member","Public Rack - Longwood Dr & 111th St",7
"member","Loomis St & Lexington St*",158
"casual","Loomis St & Lexington St*",24
"casual","Public Rack - Woodlawn Ave & 63rd St N",17
"casual","Virginia Ave & Catalpa Ave",10
"member","Cottage Grove Ave & 78th St",8
"casual","Kilpatrick Ave & Grand Ave",16
"member","Public Rack - Cicero Ave & Wrightwood Ave",23
"member","Cornell Dr & Hayes Dr",2
"member","Public Rack - Western Blvd & 49th St",14
"casual","Lawler Ave & 50th St",18
"casual","Rockwell St & Fletcher St",49
"member","Public Rack - King Dr & 115th St",5
"casual","Public Rack - Austin Ave & Wrightwood Ave",9
"member","Virginia Ave & Catalpa Ave",8
"casual","Public Rack - Pulaski & 52nd",6
"member","Public Rack - Vincennes Ave & 95th St",1
"member","Public Rack - Champlain Ave & 65th St",31
"casual","Public Rack - Champlain Ave & 65th St",12
"casual","Halsted St & 104th St",4
"casual","Public Rack - Wood St & 103rd St",8
"member","Public Rack - Parnell Ave & 103rd St",1
"casual","Kenton Ave & Madison St",4
"member","Central Park Blvd & 5th Ave",6
"member","Public Rack - Kenneth Ave & 63rd St E",1
"member","Central Park Ave & Ohio St",4
"casual","Central Park Ave & Ohio St",10
"casual","Pulaski Rd & 60th St",22
"casual","Wood St & 35th St",23
"casual","Public Rack - Lawndale Ave & 23rd St",4
"member","Public Rack - Pulaski Rd & Fullerton Ave",4
"member","Public Rack - Houston Ave & 131st St",3
"member","Eggleston Ave & 92nd St",2
"casual","Public Rack - Houston Ave & 131st St",2
"casual","Loomis Blvd & 84th St",1
"casual","Tripp Ave & 31st St",11
"member","Halsted St & 104th St",2
"casual","Public Rack - Pulaski Rd & Fullerton Ave",2
"casual","Springfield Ave & 47th St",18
"member","Narragansett & McLean",7
"casual","Albany Ave & 16th St",7
"member","Albany Ave & 16th St",5
"member","Indiana Ave & 103rd St",11
"casual","Public Rack - Avenue J & 102nd St",1
"member","Public Rack - Avenue J & 112th St",1
"casual","Public Rack - Fullerton Ave & Lavergne Ave",1
"casual","Public Rack - Ewing Ave & 99th St",1
"member","Public Rack - Cicero Ave & Altgeld St",1
"casual","Public Rack - Avenue J & 112th St",1
"member","Ashland Ave & Garfield Blvd",3
"member","Maplewood Ave & 59th St",1
"casual","Public Rack - Linder Ave & Belmont Ave",1
"member","Public Rack - Forrestville Ave & 47th St",1
"casual","Public Rack - Kenneth Ave & 63rd St E",2
"casual","Public Rack - Kedzie Ave & 54th St - SE",2
"casual","Public Rack - Hyde Park Blvd & 55th St",5
"casual","N Clark St & W Elm St",8
"member","Public Rack - Pulaski Rd & 51st Rd",1
"casual","Public Rack - Pulaski Rd & 51st Rd",3
"casual","Public Rack - Austin Ave & Roscoe St",4
"member","Public Rack - Ashland Ave & 76th St",4
"casual","Public Rack - Talman Ave & 51st St",1
"casual","Roscoe & Harlem",9
"casual","Public Rack - Ashland Ave & 76th St",6
"member","Public Rack - Kildare Ave & Division St",1
"casual","Public Rack - Western Ave & 105th St",1
"member","Sacramento Ave & Pershing Rd",4
"casual","Public Rack - Harvard Ave & 103rd St",3
"member","Public Rack - Homan Ave & 26th St",1
"casual","Public Rack - Cicero Ave & Wrightwood Ave",4
"member","Halsted St & 69th St",3
"member","Kilpatrick Ave & Grand Ave",6
"casual","Public Rack - Abbott Park",2
"member","Public Rack - Evans Ave & 63rd St",2
"member","Public Rack - Prairie Ave & 47th St ",21
"casual","Public Rack - Kedzie Ave & 62nd Pl",1
"member","Public Rack - Newcastle Ave & Wellington Ave",1
"casual","Public Rack - Racine Ave & 109th Pl",2
"member","Public Rack - Brandon Ave & 91st St",1
"member","California Ave & 36th St",2
"casual","Public Rack - Avondale Ave & Addison St",4
"casual","Public Rack - Lorel Ave & Chicago Ave",1
"member","Public Rack - Whipple St & 63rd St",2
"casual","Torrence Ave & 106th St",4
"casual","Public Rack - Whipple St & 63rd St",1
"casual","Public Rack - Stewart Ave & 123rd St",4
"casual","Public Rack - Nordica Ave & Addison St",2
"member","Eastlake Ter & Howard St",99
"casual","Public Rack - King Dr & 115th St",6
"casual","Sacramento Blvd & Fulton Ave",23
"casual","Public Rack - Western Ave & 104th St - East",1
"casual","Greenwood Ave & 91st St",12
"casual","Eastlake Ter & Howard St",53
"casual","Kildare & Cermak",11
"member","Roscoe & Harlem",5
"casual","Public Rack - Drake Ave & Leland Ave",4
"casual","Public Rack - Michigan Ave & 96th St",8
"casual","Public Rack - Walden Pkwy & 103rd St",12
"member","Public Rack - Ashland Ave & 74th St",1
"casual","Public Rack - Talman Ave & Pershing Rd",7
"casual","Public Rack - Burnside Academy",1
"member","Public Rack - Melvina Ave & Belmont Ave",2
"casual","Public Rack - Melvina Ave & Belmont Ave",9
"member","Kedzie Ave & 110th St",4
"member","Public Rack - Robert Fulton Elementary School",1
"member","Public Rack - Midway Orange Line",3
"member","Public Rack - Rockwell Ave & Touhy Ave ",17
"casual","Public Rack - Kildare Ave & North Ave",2
"casual","Public Rack - Hamlin Ave & Grand Ave",2
"casual","Richmond St & 59th St",2
"casual","W 103rd St & S Avers Ave",4
"member","Public Rack - Hamlin Ave & Grand Ave",1
"casual","Public Rack - Western Ave & 47th Pl",2
"casual","Public Rack - California Ave & Devon Ave - NE",3
"casual","Western Ave & 62nd St",2
"member","Richmond St & 59th St",1
"member","Pulaski Rd & Lake St",16
"casual","Public Rack - Buffalo Ave & 133rd St",1
"casual","Jeffery Blvd & 76th St",9
"member","Pulaski Rd & 60th St",2
"casual","Komensky Ave & 55th St",12
"casual","Public Rack - Colfax Ave & 83rd St",1
"casual","Central Park Ave & Ogden Ave",64
"member","Central Park Ave & Ogden Ave",42
"member","Public Rack - Buffalo Ave & 133rd St",1
"member","Public Rack - Wood St & 103rd St",2
"casual","Commercial Ave & 130th St",9
"member","Sacramento Blvd & Fulton Ave",18
"casual","Hamlin Ave & 62nd Pl",8
"casual","Ashland Ave & 74th St",6
"member","South Shore Dr & 71st St",33
"member","Komensky Ave & 55th St",12
"casual","Public Rack - Christiana Ave & 55th St",2
"casual","Public Rack - Pulaski Rd & 44th St",3
"member","Lawler Ave & 50th St",6
"casual","Public Rack - Pulaski Rd & 65th St",6
"casual","Public Rack - Maplewood Ave & 47th St",1
"member","Fairfield Ave & 44th St",18
"casual","Halsted St & 59th St",1
"member","Eggleston Ave & 69th St",38
"member","MLK Jr Dr & 56th St",4
"member","Pulaski Rd & Congress Pkwy",9
"member","Parkside Ave & Armitage Ave",1
"casual","Public Rack - Ashland Ave & 71st St",2
"member","Public Rack - Cottage Grove & 85th St",1
"casual","Public Rack - Cicero Ave & North Ave",1
"member","Public Rack - Loomis Blvd & 47th St",1
"member","Woodlawn Ave & 75th St",6
"member","Cottage Grove Ave & 71st St",8
"casual","Public Rack - Karlov Ave & Milwaukee Ave",2
"member","Public Rack - 111th St - Morgan Park Metra",3
"member","Public Rack - Mt Greenwood Library - South",1
"casual","Long Ave & North Ave",3
"member","Public Rack - Rockwell & 111th St",8
"casual","Public Rack - Laramie Ave & Fullerton Ave",3
"casual","Public Rack - Western Ave & 96th St",3
"member","Monticello Ave & Chicago Ave",2
"member","Public Rack - Sawyer Ave & Lawrence Ave",1
"casual","Eggleston Ave & 69th St",38
"member","Public Rack - Rockwell & Division",9
"casual","Long Ave & Belmont Ave",12
"member","Whipple St & Roosevelt Rd",1
"casual","Morgan St & Pershing Rd",7
"casual","Western Ave & Lake St",9
"casual","Normal Ave & Archer Ave",20
"member","Public Rack - Spaulding Ave & Bryn Mawr Ave",6
"casual","Harlem Ave & Grace St",9
"member","Public Rack - Legler Regional Library",1
"member","Elston Ave & Henderson St",52
"casual","Public Rack - Rockwell & Division",1
"member","Public Rack - Baltimore Ave & 133rd St",4
"member","Public Rack - Avenue J & 102nd St",1
"member","St Louis Ave & Norman Bobbins Ave",6
"member","Public Rack - Hyde Park Blvd & 53rd St",14
"casual","Public Rack - Wood St & 47th St",2
"casual","Cottage Grove Ave & 78th St",7
"member","Commercial Ave & 83rd St",7
"member","Wabash Ave & 83rd St",1
"member","Michigan Ave & 71st St",12
"casual","Public Rack - Kildare Ave & Washignton Blvd",1
"casual","Mayfield & Roosevelt Rd",3
"member","Public Rack - California Ave & Marquette Rd",4
"casual","Public Rack - Komensky Ave & 59th St",2
"casual","Stony Island Ave & 63rd St",12
"member","Spaulding Ave & 16th St",2
"member","Marquette Ave & 89th St",4
"casual","Greenwood Ave & 97th St",7
"casual","Public Rack - Washtenaw Ave & Devon Ave",9
"casual","Public Rack - California Ave & Marquette Rd",11
"casual","Public Rack - Mt Greenwood Library - South",1
"casual","Public Rack - Newland Ave & Diversey Ave",2
"member","Stony Island Ave & 63rd St",17
"member","La Villita Park (Albany/30th)",3
"casual","Ewing Ave & Burnham Greenway",4
"member","Greenwood Ave & 79th St",5
"casual","Public Rack - Harper Ave & 63rd St",1
"casual","Ashland Ave & 50th St",13
"casual","Public Rack - Komensky Ave & 31st St",4
"casual","Public Rack - Western Ave & 100th St",3
"member","Public Rack - Oglesby Ave & 95th St",1
"casual","Public Rack - Kedzie Ave & 63rd St",3
"member","Public Rack - Lawndale Ave & 63rd St",1
"casual","Public Rack - Prairie Ave & 47th St ",12
"casual","Public Rack - Pittsburgh Ave & Irving Park",2
"member","Public Rack - Western Ave & 111th St - SE",2
"member","Meade Ave & Diversey Ave",1
"casual","Hegewisch Metra Station",4
"member","Public Rack - Indiana Ave & 111th St",1
"casual","Public Rack - Hamilton Ave & 95th St",3
"casual","Public Rack - Nagle Ave & Belmont Ave",7
"casual","Prospect Sq & 91st St",26
"casual","Public Rack - Komensky Ave & 26th St",2
"member","Public Rack - Bell Ave & 95th St",2
"casual","Public Rack - Western Ave & 111th St - SE",2
"member","Hastings LWS",10
"casual","Hastings LWS",2
"member","Hegewisch Metra Station",5
"casual","Indiana Ave & 133rd St",7
"member","Public Rack - Throop St & 109th Pl",2
"member","Public Rack - Kedzie Ave & 54th St - SE",2
"member","Public Rack - Washington Park Ct & 51st St",2
"casual","Public Rack - Indiana Ave & 111th St",3
"casual","Public Rack - Harding Ave & 47th St",2
"casual","Public Rack - Damen Ave & 80th St",1
"casual","Public Rack - Cicero Ave & Wellington Ave",1
"member","Public Rack - South Shore Dr & 71st St",3
"member","Prospect Sq & 91st St",9
"member","Long Ave & Belden Ave",14
"member","Public Rack - Ewing Ave & 95th St",1
"casual","Public Rack - Grand Ave & North Ave",1
"casual","Public Rack - Chase Ave & Touhy Ave - NE",1
"member","Public Rack - Kilbourn Ave & Fullerton Ave",19
"casual","Public Rack - Avers Ave & Archer Ave",5
"member","Public Rack - Lawndale Ave & 23rd St",1
"member","Western Ave & Lake St",6
"casual","Public Rack - Canty Elementary School",1
"casual","Steelworkers Park",5
"casual","Public Rack - Keeler Ave & 26th St",2
"casual","Public Rack - Emerald Ave & 43rd St",1
"member","Central Park & Augusta Blvd",2
"member","Vernon Ave & 79th St",4
"member","Public Rack - Fairfield Ave & 63rd St",1
"member","Ewing Ave & Burnham Greenway",1
"member","Rockwell St & 57th St",6
"member","Clyde Ave & 87th St",3
"member","Rockwell St & 63rd St",1
"casual","Public Rack - Kedzie Ave & 54th St - SW",2
"member","Public Rack - Kedzie Ave & 54th St - SW",1
"casual","Public Rack - Rutherford Ave & Belmont Ave",3
"member","Elizabeth St & Randolph St",464
"member","Wells St & Institute Pl",636
"casual","Public Rack - Keeler Ave & 55th St",1
"casual","Elizabeth St & Randolph St",205
